name,logo
PayPal,https://media.licdn.com/dms/image/v2/D560BAQGlX0cKdGRk-w/company-logo_100_100/company-logo_100_100/0/1725506319701?e=1737590400&v=beta&t=8Drk8LCNcdyC9dz7SPoXFqs3OUJAE2CFFb4KUWH7GZQ
Microsoft Cloud,https://media.licdn.com/dms/image/v2/C4E0BAQHdEMUMPxcjxQ/company-logo_100_100/company-logo_100_100/0/1630611610524/microsoft_cloud_platform_logo?e=1737590400&v=beta&t=OTebf-TN9R8dFQVqWsyi--AZGLPZ0tXOZTjMzGGehXk
Bosch,https://media.licdn.com/dms/image/v2/D4E0BAQFZSc1rOABvMw/company-logo_100_100/company-logo_100_100/0/1722849161753/bosch_logo?e=1737590400&v=beta&t=WITkb5aF2jtWOlce_TZZQw9cN0jxHb0SN8bZkpqE-4g
Stack Overflow,https://media.licdn.com/dms/image/v2/C4E0BAQEooBvMO2kBVg/company-logo_100_100/company-logo_100_100/0/1631311071955?e=1737590400&v=beta&t=HvbShWj8U_KXzqDEmgg4UBU-enEAVXpGmRKLQ2Mvrqw
HubSpot,https://media.licdn.com/dms/image/v2/C4D0BAQF8H-SLmMDZlA/company-logo_100_100/company-logo_100_100/0/1646683330132/hubspot_logo?e=1737590400&v=beta&t=abxs7aX44SL9n8E-0lcsPvcB6dgO_GJEtL8MwTaBCEQ
Motive,https://media.licdn.com/dms/image/v2/D4E0BAQGY1ae4j75Jkg/company-logo_100_100/company-logo_100_100/0/1688392110371/motive_inc_logo?e=1737590400&v=beta&t=SlV6e1j_s34wwPuYljfg2HgHOKAiSEZer5ATcM0TMlg
DoorDash,https://media.licdn.com/dms/image/v2/C560BAQFif47AalnTdA/company-logo_100_100/company-logo_100_100/0/1630668066078/doordash_logo?e=1737590400&v=beta&t=6nhe849ray6WUjscb_hnkwVFZ961aUyS6O1VTkPKps0
LinkedIn for Sales,https://media.licdn.com/dms/image/v2/D4E0BAQFkiMXPKAXo0Q/company-logo_100_100/company-logo_100_100/0/1719404287274/linkedin_social_selling_logo?e=1737590400&v=beta&t=WLI4wX1wpqXwBdoxoMtNdBSL3ScfuFNbLBYPeyZMQ-A
Dropbox,https://media.licdn.com/dms/image/v2/C560BAQHjnNsmL5L2NA/company-logo_100_100/company-logo_100_100/0/1654114493492/dropbox_logo?e=1737590400&v=beta&t=3YGxcsKEELT_WDdSH78dmYNAryKfdyydWIlBVGZ-WrA
Okta,https://media.licdn.com/dms/image/v2/C4E0BAQE0I9HrjbrEYQ/company-logo_100_100/company-logo_100_100/0/1667862034764/okta_inc__logo?e=1737590400&v=beta&t=dTXFK40kMeYef7DhVexpqD1KftfgQwBtB1d6jVKigyY
Amdocs,https://media.licdn.com/dms/image/v2/D4D0BAQHl00ZjxIp_kw/company-logo_100_100/company-logo_100_100/0/1688279976770/amdocs_logo?e=1737590400&v=beta&t=Ooi2wKzfnvEFQaKhrAVoXa7yntz93R6Np7lorKu0HhE
Asana,https://media.licdn.com/dms/image/v2/D4E0BAQEkMiCf0h2oeA/company-logo_100_100/company-logo_100_100/0/1711542643480/asana_logo?e=1737590400&v=beta&t=Gkon2ClzcpfCg4FpNA2NIj1uYj5KPgqzNxKLIyYF1kI
Postman,https://media.licdn.com/dms/image/v2/C560BAQFf8sH83foEVg/company-logo_100_100/company-logo_100_100/0/1654794308958/postman_platform_logo?e=1737590400&v=beta&t=bwfJOZOC8Gmb8okdUbPMGwk_nVcXIVeGTNKHWTjA01k
Elastic,https://media.licdn.com/dms/image/v2/D560BAQFcGg7KRaS8Uw/company-logo_100_100/company-logo_100_100/0/1690905620357/elastic_co_logo?e=1737590400&v=beta&t=X6Qj7WxAKSRMkbseVok-jVV1DkXKt7fFkgIPSfwuRxg
Workling,https://media.licdn.com/dms/image/v2/C560BAQEznWRrO24Vzw/company-logo_100_100/company-logo_100_100/0/1641945371362/workling_jobs_logo?e=1737590400&v=beta&t=LNObAYEjByfreLHg_-O37pPeaPM37KTgLnMeaDOBi-A
Mozilla,https://media.licdn.com/dms/image/v2/C4E0BAQGHz8JwrMTQ0A/company-logo_100_100/company-logo_100_100/0/1631301149956?e=1737590400&v=beta&t=sNdVi31tXRkcQmANxK-jCtelxL6EZn1OIGB68XcjL6o
Birdeye,https://media.licdn.com/dms/image/v2/D560BAQEYDTN4uBYcNg/company-logo_100_100/company-logo_100_100/0/1719957108088/birdeye_logo?e=1737590400&v=beta&t=54e0rSZnaTh3-NQUrP9_v4IS9Ri3wFjyf-REaQomHnM
UiPath,https://media.licdn.com/dms/image/v2/C4D0BAQF0v6S05nSsPw/company-logo_100_100/company-logo_100_100/0/1630468240441/uipath_logo?e=1737590400&v=beta&t=nYwHBhCJvllYIJKVfvLUFynAmIbX0WqCiIns3aUIl_Y
MathWorks,https://media.licdn.com/dms/image/v2/C4D0BAQFSs_qwxqsJBg/company-logo_100_100/company-logo_100_100/0/1631312468202?e=1737590400&v=beta&t=fLEm0j2dZj9ERzKjWQilC36y07vu9NtnB5SjC0FtDtA
Cadence Design Systems,https://media.licdn.com/dms/image/v2/C560BAQFORFBYBIoPHQ/company-logo_100_100/company-logo_100_100/0/1630668285973?e=1737590400&v=beta&t=LovM4aKA5pfiEDCEKtK6cXg30fY6mxkwnokZSLPlzUc
GlobalLogic,https://media.licdn.com/dms/image/v2/C560BAQHfsFr91ekzrQ/company-logo_100_100/company-logo_100_100/0/1630647080208/globallogic_logo?e=1737590400&v=beta&t=JY6IKxdge3NbOvwItRvPcJDROYmZ3Ov7Gs37u8c-dz8
Facebook,https://media.licdn.com/dms/image/v2/C4E0BAQHi-wrXiQcbxw/company-logo_100_100/company-logo_100_100/0/1635988509331/facebook__logo?e=1737590400&v=beta&t=Kgw5os0YgsftFXwOAxsft8I07P0TZYRPl9XvsFINJgk
Pinterest,https://media.licdn.com/dms/image/v2/D4E0BAQFiwsk1pTWN1g/company-logo_100_100/company-logo_100_100/0/1713892956828/pinterest_logo?e=1737590400&v=beta&t=qUHyH8j7g4MoDpl0JT_VWFO4mYsGeDqOXx4KgLsjrcE
Snowflake,https://media.licdn.com/dms/image/v2/D560BAQF3mYS3WqCB3g/company-logo_100_100/company-logo_100_100/0/1688575708630/snowflake_computing_logo?e=1737590400&v=beta&t=BnZIYlWz-DjtQWlGpKADXF3Vr1VWFbZhraGVert5cuc
NICE,https://media.licdn.com/dms/image/v2/D4D0BAQFF50nIM3iIOA/company-logo_100_100/company-logo_100_100/0/1688279748841/nice_systems_logo?e=1737590400&v=beta&t=zb_aSBgmS7pPFBFNzWg1lZSMQaLMQthci7nAoq9sOq0
Siemens Digital Industries Software,https://media.licdn.com/dms/image/v2/D4E0BAQFTiUh1DUJ3fA/company-logo_100_100/company-logo_100_100/0/1719793387652/siemenssoftware_logo?e=1737590400&v=beta&t=DKjEH5f0lmkMfpVR6VWMQHLiFyo5a0UaqFGCDqztO88
SAS,https://media.licdn.com/dms/image/v2/D4E0BAQFhSD86O7AkYA/company-logo_100_100/company-logo_100_100/0/1720039737493/sas_logo?e=1737590400&v=beta&t=tynR2lNT7czkW6NM4_2ouMuB6QfJ_acahXhuHSVAAps
Dynatrace,https://media.licdn.com/dms/image/v2/D4E0BAQEXe5JlggGfqQ/company-logo_100_100/company-logo_100_100/0/1688565737458/dynatrace_logo?e=1737590400&v=beta&t=an0viV_HXroRk-tcXObZ1Ari8xDcIlwetUOlN6LAZ9o
OneTrust,https://media.licdn.com/dms/image/v2/D560BAQH2azTI7cMzIg/company-logo_100_100/company-logo_100_100/0/1665577396653/onetrust_logo?e=1737590400&v=beta&t=FIOwetDay5hmIcoajrFZGAbXjB3NR77tso0cth7oQ_Q
Intuit,https://media.licdn.com/dms/image/v2/C560BAQFTpF8uneqScw/company-logo_100_100/company-logo_100_100/0/1661446146222/intuit_logo?e=1737590400&v=beta&t=9BwuuQ7ZZTRm3sTRjQPeGwK9l471CS8FblgJjlHfZg0
Informatica,https://media.licdn.com/dms/image/v2/C560BAQEV9kECiZwXrg/company-logo_100_100/company-logo_100_100/0/1656645409373/informatica_logo?e=1737590400&v=beta&t=gfobukdNvTOY1hJ-0BTk5-t0RW3XL8Cx1pJaMT2h_Q4
Roku,https://media.licdn.com/dms/image/v2/C4E0BAQFszbfv9KLr4w/company-logo_100_100/company-logo_100_100/0/1630579540554/roku_logo?e=1737590400&v=beta&t=mq5B0Oa_05C3X1QCnxPT1Plm0Yo8SxSocs9eu1JuzOI
Alteryx,https://media.licdn.com/dms/image/v2/D4E0BAQE7ra8fMuTwfw/company-logo_100_100/company-logo_100_100/0/1720188552375/alteryx_logo?e=1737590400&v=beta&t=0XuyNA_iRtv-cg6GV8tsSeC1EiIcneyjtAPf6MUx6RA
Cohesity,https://media.licdn.com/dms/image/v2/D4D0BAQH5ag5qIy1jDA/company-logo_100_100/company-logo_100_100/0/1719845372253/cohesity_logo?e=1737590400&v=beta&t=mrmWj1u6S9IrOo-hMg_r-iEFVPBKEX1t4RVGomHs5Wk
MongoDB,https://media.licdn.com/dms/image/v2/C4D0BAQFKe8PwqzyHyA/company-logo_100_100/company-logo_100_100/0/1635171226992/mongodbinc_logo?e=1737590400&v=beta&t=AePuLySHl65vuCgjfA7bUA-JL9GSk2Tt_C1MsOBW0pE
Juniper Networks,https://media.licdn.com/dms/image/v2/D560BAQHs1l2oz4krEw/company-logo_100_100/company-logo_100_100/0/1686866548188/juniper_networks_logo?e=1737590400&v=beta&t=Ie4RI20CsQtLmsuQRTg068o05HRB72u5mT6_-LO42qY
Expedia Group,https://media.licdn.com/dms/image/v2/C560BAQGCJ4PG0WVumA/company-logo_100_100/company-logo_100_100/0/1630646301487/expedia_logo?e=1737590400&v=beta&t=pLqjoFeo8kepSe9xhkNhZ56MKGnC_jGgPVI9dfBNWII
Genesys,https://media.licdn.com/dms/image/v2/D4E0BAQFsCw5GbbmrNg/company-logo_100_100/company-logo_100_100/0/1729083718933/genesys_logo?e=1737590400&v=beta&t=00A3ywgf48fIq-4aGxRIs6W9KP2zLDVMTzfBZjvV0uM
Yahoo,https://media.licdn.com/dms/image/v2/D4E0BAQE8SlwfLWJuDg/company-logo_100_100/company-logo_100_100/0/1663278242829/yahoo_logo?e=1737590400&v=beta&t=JwdS9HHHXbQxI0L1UB5z04eLU-GA9pGNaJqHYczTPoc
Gong,https://media.licdn.com/dms/image/v2/D560BAQEginaUF2_5cg/company-logo_100_100/company-logo_100_100/0/1689291197848/gong_io_logo?e=1737590400&v=beta&t=ECxEO9PmvXiGClGCQZx2r3i2vZohyWfskLhkPzAKB5o
Yext,https://media.licdn.com/dms/image/v2/D4D0BAQF1_JfgwEpWrA/company-logo_100_100/company-logo_100_100/0/1709565326515/yext_logo?e=1737590400&v=beta&t=cGxwG-dtmcFMdO8nLTDmoPPfXe8ao63Vs98EVXfyhk4
Riot Games,https://media.licdn.com/dms/image/v2/D560BAQGJCu2U_L9CNQ/company-logo_100_100/company-logo_100_100/0/1725898995592/riot_games_logo?e=1737590400&v=beta&t=ELX5ZygzBHiqP6esYuexDfc0X2qfts3JsUVNpJMhJb4
HashiCorp,https://media.licdn.com/dms/image/v2/D560BAQE7rhUPFCEgbA/company-logo_100_100/company-logo_100_100/0/1720028923991/hashicorp_logo?e=1737590400&v=beta&t=u5U6wgdByCta1XVMl_4ziQZgaxb4URKgN0PJ7mh2VKk
Bottomline,https://media.licdn.com/dms/image/v2/D4E0BAQGpSaUNudezQQ/company-logo_100_100/company-logo_100_100/0/1713538040579/bottomline_payments_logo?e=1737590400&v=beta&t=Cht6SxRaZz2AEbNkWJuRCTGJFfhqx1tpQu3SuYwQJmE
Synopsys Inc,https://media.licdn.com/dms/image/v2/C4E0BAQEq7MVORIs3MA/company-logo_100_100/company-logo_100_100/0/1631306256041?e=1737590400&v=beta&t=5l85RAJCyo76GXN182Oh04AAPNaRSEfIRV0tT-SOlEA
Celonis,https://media.licdn.com/dms/image/v2/D4E0BAQGKzUXn11MiNA/company-logo_100_100/company-logo_100_100/0/1719845185864/celonis_logo?e=1737590400&v=beta&t=z_KcMW_1nWsT14IdNz8kYDxxP3ZtFYDjVQ99GIJB_5U
Stealth,https://media.licdn.com/dms/image/v2/D4D0BAQHGEIyhghfgwQ/company-logo_100_100/company-logo_100_100/0/1689624249740/warmstealth_logo?e=1737590400&v=beta&t=89tFao6weXnlUWLxiqhFEaccFevvCBzc0l-ek8GMfbU
Splunk,https://media.licdn.com/dms/image/v2/D560BAQG3Wa6p8rWX6Q/company-logo_100_100/company-logo_100_100/0/1721329465887/splunk_logo?e=1737590400&v=beta&t=DKf6JFOV8x8P7OxF-Mjn3FYFgqqxUm1VZLfXXxySd3E
Dice,https://media.licdn.com/dms/image/v2/C560BAQEYK67Tel_mng/company-logo_100_100/company-logo_100_100/0/1630655500596/dice_logo?e=1737590400&v=beta&t=ASWADQb8NSvqwIGTMJIihikyz3NkMFgejim7qrnJx8w
Hugging Face,https://media.licdn.com/dms/image/v2/C4D0BAQFzIxlpQ0lAdA/company-logo_100_100/company-logo_100_100/0/1630556211624/huggingface_logo?e=1737590400&v=beta&t=SVhl2B9sNml1s2PsT0i494uqf4kAfpGKvs-6r6WyIQM
Myntra,https://media.licdn.com/dms/image/v2/D560BAQHlxcq3wbl2IA/company-logo_100_100/company-logo_100_100/0/1719917177970/myntra_logo?e=1737590400&v=beta&t=uB9uh1Se-Ax3UAKL3zH3RTsb0ULqJyzEvI55Ld-UaHE
LivePerson,https://media.licdn.com/dms/image/v2/D560BAQEIFP_bGH2V3A/company-logo_100_100/company-logo_100_100/0/1728073625711/liveperson_logo?e=1737590400&v=beta&t=B9TGRRHGrywYzUAGXVyXPUjC2EYElPc7TYiWdUGblhQ
Rippling,https://media.licdn.com/dms/image/v2/C560BAQGTg3igNET25Q/company-logo_100_100/company-logo_100_100/0/1654722845874/rippling_logo?e=1737590400&v=beta&t=wjLtMh8YKxM4LNTPojVH0csi_vyQ6LFMNj_IK9wIEgM
Lotus Interworks,https://media.licdn.com/dms/image/v2/D4E0BAQFTMld3Jcaw2A/company-logo_100_100/company-logo_100_100/0/1681373340492/lotus_interworks_logo?e=1737590400&v=beta&t=AHirxpDqtzDIuyo4IRA3Yo8V2l0NMw23FB9EI5x-_uQ
Zoho,https://media.licdn.com/dms/image/v2/D560BAQEZkAuyZ_Jpyg/company-logo_100_100/company-logo_100_100/0/1704168937972/zoho_logo?e=1737590400&v=beta&t=0SA82rg4pCnoaY5J1f_8B48tun1OkubYgHZI29KEZIc
Thomson Reuters,https://media.licdn.com/dms/image/v2/D560BAQHtf0NHyUa92g/company-logo_100_100/company-logo_100_100/0/1719933220460/thomson_reuters_logo?e=1737590400&v=beta&t=dR7rcVpYWdQAC_mKVtl4rJlxICjOH-f7mriVqXxD4DE
Atlassian,https://media.licdn.com/dms/image/v2/D560BAQHiRLz23b2ZlA/company-logo_100_100/company-logo_100_100/0/1725661280883/atlassian_logo?e=1737590400&v=beta&t=FI8m1cHyijQAKIS1YMnlYjKX33TOFr62U5wb4i9aXZU
Centific,https://media.licdn.com/dms/image/v2/D560BAQFdT7c16GPvnw/company-logo_100_100/company-logo_100_100/0/1729289097125/centificglobal_logo?e=1737590400&v=beta&t=ZK5yMYjEFdbpEy4EaWZR5CG4DV5ky5OPZIgflpj0mhU
Dayforce,https://media.licdn.com/dms/image/v2/D560BAQHdtu-vtlu2zg/company-logo_100_100/company-logo_100_100/0/1719832193524/dayforce_logo?e=1737590400&v=beta&t=I5_QAiSTUKk-UwzQuXfAHtjFKgycGX8XRik9egsbViU
Toast,https://media.licdn.com/dms/image/v2/D560BAQH5FXrKGywWBQ/company-logo_100_100/company-logo_100_100/0/1701821183031/toast_inc_logo?e=1737590400&v=beta&t=SMJ3kV0kZxS8tNMlmIJWY827W8W1iJXuvtRPBQZWppw
"Docker, Inc",https://media.licdn.com/dms/image/v2/D4E0BAQFWt4Tl53wjZQ/company-logo_100_100/company-logo_100_100/0/1705960989383/docker_logo?e=1737590400&v=beta&t=KOxO2cGO9xWrgHas9llr1vsBSHvRAZKp4yKPfzjXy6k
G-P,https://media.licdn.com/dms/image/v2/D4E0BAQEXKV5ezen3jw/company-logo_100_100/company-logo_100_100/0/1688163288459/g_p_logo?e=1737590400&v=beta&t=3BsldjEtF2RpVyuRKnxsLCUyVj7bAnzos1nBLaY1pD4
Trust Wallet,https://media.licdn.com/dms/image/v2/D560BAQFMzZp7gW8MHQ/company-logo_100_100/company-logo_100_100/0/1697458381152/trustwallet_logo?e=1737590400&v=beta&t=wAxGV0icEcETTUVzJksD2IDIfF_neMORKX1RoVkQxYI
Emerson's Automation Technologies & Solutions,https://media.licdn.com/dms/image/v2/C4D0BAQHucve286fmsA/company-logo_100_100/company-logo_100_100/0/1656660599683/emerson_automation_solutions_logo?e=1737590400&v=beta&t=oY9lgFDpUWAXlavg3SsQsrYTG6cdd_nb9bCnFs3X9-U
Duolingo,https://media.licdn.com/dms/image/v2/C560BAQHd72JkEVaFHw/company-logo_100_100/company-logo_100_100/0/1657189020256?e=1737590400&v=beta&t=9kZ-5DMjRRl0y5qv0H9MJBnSWFsEpmZWVIx-xAC0p2A
Talentify.io,https://media.licdn.com/dms/image/v2/D4D0BAQHJwuYAtzKioA/company-logo_100_100/company-logo_100_100/0/1693245785446/talentify_io_logo?e=1737590400&v=beta&t=RZG-0uMOI5AULw0QEJG6RqDk_BNRtR7sx8BuH81b7K0
Bumble Inc.,https://media.licdn.com/dms/image/v2/D4E0BAQH9tvG74df--A/company-logo_100_100/company-logo_100_100/0/1684935525605/bumbleinc_logo?e=1737590400&v=beta&t=oLnaQb2CzQWihoylEseaeadOD7bAON-EnX-ajNS_FXU
Redis,https://media.licdn.com/dms/image/v2/D560BAQEAemwUFIpC7Q/company-logo_100_100/company-logo_100_100/0/1712604405723/redisinc_logo?e=1737590400&v=beta&t=aEUd7o_QENB3CFWwZz33vLrYupQSUkReskjQFrTFnmU
iFood,https://media.licdn.com/dms/image/v2/C510BAQFupNOyDYF1sg/company-logo_100_100/company-logo_100_100/0/1631315877254?e=1737590400&v=beta&t=Cp5SnfPgJ7xBkbE8CttCEt7sHPG-T7Uk_S-Hrqq6RUQ
Grammarly,https://media.licdn.com/dms/image/v2/D4E0BAQEu4fyiqu4_vw/company-logo_100_100/company-logo_100_100/0/1706796117685/grammarly_logo?e=1737590400&v=beta&t=OyMyyYOkZWmzqTOlM159e36A3n8EJqJk4Oxk2iI2W00
Canva,https://media.licdn.com/dms/image/v2/C4D0BAQGO1uzGzmVB-A/company-logo_100_100/company-logo_100_100/0/1656630679668/canva_logo?e=1737590400&v=beta&t=1FuFsrxpXuP5yqxM4FCZLWZDZyLaU48KCjSaafQkK6U
